Dino ID,Slot,Ability Name,Description,Damage,Stamina Cost,Cooldown
sucho,Front Limb,Claw Attack,"A claw attack that applies bleed. This attack's base damage is increased by 15% while you are dry, plus an additional 15% if the target is also dry.","32 + 0.5 Bleed (36.8 if one condition is met, 41.6 if both conditions are met)",200,1.5s
sucho,Front Limb,Backhand,"A directional claw attack that deals low damage and causes knockback. If used while swimming, it splashes all targets in front of you within 25 meters, making them wet.",40 + 16 Knockback,"1,000",5s
sucho,Hide,Waterlogged,"Gain 20% increased swimming speed and dry out slower while on land (from 3:00 to 6:00). Additionally, you will now drain the stamina of creatures latched or clamped onto you by up to 100% faster based on your wetness amount, and become 500 combat weight heavier when wet.",-,800,-
sucho,Hide,Thick Scutes,50% increased health recovery.,-,800,-
sucho,Hide,Parched Scales,"Grants 50 additional maximum health, and gain 25% increased stamina recovery buff on land and sprint up to 8% faster when fully dry on land. You also now dry out much faster while on land (2:00 from 3:00). However, you are now up to 500 combat weight lighter when dry, and have 20% reduced swim speed.",-,800,-
sucho,Legs,Strong Legs,Take 60% less knockback and 15% increased Fracture healing.,-,"1,100",-
sucho,Legs,Braced Legs,"While dry, reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,800,-
sucho,Tail,Tail Attack,Causes knockback.,15 + 6 Knockback,100,4s
sucho,Tail,Lunge,Lunge forward when in water. Costs 7.5 Stamina to use.,-,"1,100",12s
sucho,Voice,Water Spout,"Spray water in an area 25 meters all around you, draining your thirst by 15% and making yourself and all enemies nearby wet. Cannot be used underwater.",-,500,30s
sucho,Voice,Scalding Rage,Rapidly dry off for 3 minutes. This ability cannot be activated while swimming. Grants Wetness Immunity for 60 seconds. Removed if you enter water. This ability can be used if Deafened. Costs 5 Stamina to use.,-,700,180s
sucho,Voice,Muffled Roar,"30% increased swim speed, improves swim turning 75%, and increases all status effect healing by 50% for 3 minutes. Can only be used while diving, and will be interrupted if you exit water. Costs 10 Stamina to use.",-,700,180s
thal,Passives,Large Crest,Receive 50% less impact damage.,-,FREE,-
thal,Generic,Bite,Causes medium damage.,40,FREE,1.5s
thal,Head,Tear,"Build up 1 stack of this ability every 15 seconds, for a maximum of 5 stacks, increasing damage by 4% per stack. Only builds up while you are not flying. Quickly decays once flying. Attacking another dinosaur will remove 1 stack per hit.",-,800,-
thal,Head,Peck,"A strong bite attack against airborne targets, but weak against the rest.",70 to flying targets (30 to targets on land or water),400,1.5s
thal,Senses,Flock Migration,"When gliding, stamina drains 2 times slower. If gliding within 50 meters of any other flying player, stamina drains 4 times slower instead. Does not stack.",-,800,-
thal,Senses,Rest Stop,"Regenerate 100% of your stamina over 15 seconds. If uninterrupted, jumping, sprinting, and flying consume no stamina for 5 seconds. Ability locks you in place and cannot be used in combat.",-,800,60s
thal,Senses,Dive Bomb,"Gain 50% increased flying acceleration. Avoid impact damage coming from hitting a flying target every 30 seconds. While nose diving, increases attack damage by 50% and dealt impact damage by 100%. Upon colliding with a target while nose diving, become 'Concussed' for 3 seconds. 'Concussed' makes you unable to move or use any abilities.",50% attack damage + 100% impact damage while nose diving,600,30s
thal,Front Limb,Dodge,"Activate to quickly dodge on ground, air, or in water. The direction of the dodge is based upon your movement. Cannot be used while nose diving. Will be 25% weaker in water. Costs 8 Stamina to use.",-,600,10s
thal,Front Limb,Barrel Roll,"Quickly dart forward dealing damage and knockback to all flying players in a small Area of Effect. While airborne, grounded dinosaurs won't be affected. Dinosaurs latched on/carried by yourself won't receive Knockback. Dinosaurs in water won't be affected. Costs 2 Stamina to use.",50 + 15 Knockback,700,12s
thal,Front Limb,Wing Slap,Swing your wings and slap targets. Not usable while in water. Costs 4 Stamina to use.,60,500,7s
thal,Hide,Preened Feathers,Use 35% less stamina when flying.,-,800,-
thal,Hide,Feathery Hide,"Build up 1 stack of 'Feathery Hide' every 15 seconds, for a maximum of 5 stacks, increasing armor by 4% per stack. Only builds up while you are not flying. Quickly decays once flying. Incoming attacks will remove 1 stack per hit.",-,800,-
thal,Hide,Featherweight,Survive any fatal impact or fall. Leaves you with 1 health. Can only be triggered every 30 seconds.,-,250,30s
thal,Legs,Leap,60% increased jump height. 20% reduced jumping stamina cost. Drastically improves air control while jumping.,-,800,-
thal,Legs,Broad Wingspan,Reduces stamina drain and altitude loss while gliding.,-,800,-
thal,Legs,Aerobatic,Dodge takes 50% less stamina and its cooldown is reduced by 50%.,-,500,-
tylo,Passives,Nictitating Membrane,"Gain the ability to dive underwater and increases water mobility. See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters",-,FREE,-
tylo,Passives,Robust,You are immune to all movement speed debuffs.,-,FREE,-
tylo,Passives,Beachcomber,"Transitioning from water to land will improve grounded movement for 10 seconds: reduces sprint stamina cost by 100%, improves turning radius and provides a decaying 250% speed boost. Can only be triggered every 120 seconds.",-,FREE,120s
tylo,Generic,Bite,Attack causing piercing damage. Can be used to chew on clamped targets. Clamped targets will receive Fracture damage.,65 Piercing (22.5 + 7.5 Fracture clamped),FREE,1.5s
tylo,Generic,Clamp,"Bite and hold onto enemies 3200 combat weight and lower for as long as your stamina allows, can move and drag them around. Immune to knockback while carrying another dinosaur. Costs 5 Stamina to use.",30,FREE,15s
tylo,Head,Charged Headbutt,"Wind up a headbutt attack, and release it for a quick forward boost while dealing damage. 20% reduced movement speed while winding up. Costs 5 Stamina to use.",90,"1,100",8s
tylo,Head,Crushing Bite,Small damage and low Fracture. Can trigger a full Bone Break. Costs 2.5 Stamina to use.,45 + 20 Fracture,"1,200",4s
tylo,Head,Bone Snap,Charge up the attack and inflict Fracture based on how long it's held. Can trigger a Bone Break on the target if they have a high amount of Fracture. Costs 10 Stamina to use.,105 + 30 Fracture,900,8s
tylo,Senses,Shatterstride,Reduces stamina sprinting cost by 30%. Boosts swimming and diving acceleration by 100% if within 50 meters of a fractured target.,-,800,-
tylo,Senses,Hard Skull,15% increased stamina recovery. Landing a headbutt against terrain or another player applies an Area of Effect that deals up to 30% of the damage of the headbutt.,-,"1,100",-
tylo,Senses,Feral Instincts,Deal 10% increased piercing damage,+10% on Bite,700,
tylo,Hide,Wide Gape,Increases carry capacity by 700. 25% increased bucking resistance.,-,700,-
tylo,Hide,Resilient Scales,"Increases Bleed heal, Fracture heal, Poison heal, Venom heal, and Toxin heal by 20%.",-,800,-
tylo,Hide,Pterygoid Teeth,Deal 15% more Fracture damage. Bone Snap now uses 50% less stamina.,-,700,-
tylo,Tail,Water Dodge,Activate to quickly dodge while swimming or diving. the direction of the dodge is based upon your movement. Can uses Bone Snap while active. Costs 8 Stamina to use.,-,300,10s
tylo,Tail,Sweep,An attack that causes high damage. Deals no knockback. Must be in water to use. Costs 5 Stamina to use.,65,200,8s
tylo,Tail,Armored Tail,Damage and status effects inflicted to your tail is dramatically reduced.,-,700,-
tylo,Voice,Shattering Cry,"Reduces Fracture healing for all creatures not in your group within 50 meters by 35% for 120 seconds. If target is fully Bone Broken when the debuff is applied, they will retain 60% of Fracture after they finished healing. Costs 5 Stamina to use.",-,500,150s
tylo,Voice,Ravenous,Eating another player's corpse grants the 'Ravenous' health recovery buff for 60 seconds. Heals 1% health every second. Can be triggered only once every 240 seconds. Healing is reduced 50% if bleeding. Works through combat timer.,-,"1,000",240s
tylo,Voice,Acoustic Debilitation,"A loud call that stuns all targets within 30 meters for 5 seconds. Only affects targets in water. While stunned, targets cannot use abilities and their speed is reduced by 15%. Stunned targets will be delatched and will drop carried dinosaur or item. Must be in water to use. Doesn't affect group members. Creatures become immune for 2 minutes after being stunned. Costs 8 Stamina to use.",-,"1,000",90s
t-rex,Passives,Padded Soles,Faster and quieter crouch movement speed. Have boosted stamina regeneration while walking and trotting.,-,FREE,-
t-rex,Passives,Strong Ankles,Take 25% reduced damage to hits on your legs.,-,FREE,-
t-rex,Passives,Ironclad,10% increased armor.,-,FREE,-
t-rex,Generic,Bite,Causes high damage and can be used to chew on clamped targets.,60 (20 + 7.5 Fracture while clamping target),FREE,1.5s
t-rex,Generic,Clamp,"Bite and hold onto enemies with a combat weight of 2700 or less for as long as your stamina allows, can move and drag them around. Immune to knockback while carrying another dinosaur. Costs 10 Stamina to use.",30,FREE,10s
t-rex,Head,Crushing Bite,A low damage attack that also deals low Fracture damage. Deals 25% increased damage to fractured and bone broken targets. Can trigger a full Bone Break. Costs 10 Stamina to use.,40 + 20 Fracture (50 to Fractured targets),700,5s
t-rex,Head,Bone Snap,Charge up the attack and inflict Fracture based on how long it's held. This attack will trigger a Bone Break if it hits an opponent with a high amount of Fracture. Costs 10 Stamina to use.,85 + 30 Fracture,900,6s
t-rex,Senses,Power Couple,"While grouped with another Tyrannosaur within 200 meters, gain 25% increased status effect recovery rate (toxin, bleed, venom, poison, and fracture) and 25% slower food and water drain.",-,"1,000",-
t-rex,Senses,Killing Blows,Deal 20% increased damage while a creature not in your group has a fracture or bone break within 50 meters.,0.2,"1,000",-
t-rex,Senses,Blood Rivalry,"Landing any bite attack against an enemy will give you a stack of 'Blood Rivalry'. Reaching 3 stacks will grant you a 45 second buff, increasing your Fracture damage by 50%. Stacks last 15 seconds.",+50% Fracture,800,-
t-rex,Hide,Tyrant's Presence,"All smaller enemies 3,000 combat weight or below within a 30 meter radius lose 25% of their armor.",-,"1,000",-
t-rex,Hide,Thick Boned,"Dramatically boosts fracture healing and become immune to bone break, except from falling.",-,"1,200",-
t-rex,Hide,Ravenous,Eating another player's corpse grants a health recovery boost of 0.5% health per second for 60 seconds (up to 30%/240 of max health). Activates only once every 5 minutes. Healing is reduced by 50% if bleeding (up to 15%/120 of max health). Works through combat timer.,-,"1,000",240s
t-rex,Hide,King's Mantle,"Taking hits grants a stacking 2% damage boost, up to 10%, for 10 seconds.",up to +10%,"1,200",-
t-rex,Legs,Surprise Attack,"After crouching for 10 seconds, sprint forward to gain a 20% speed boost (from 800 to 960) and an 100% acceleration boost for 10 seconds. During this time, you are also immune to knockback.",-,"1,200",-
t-rex,Legs,Shatterstride,"Reduces stamina sprinting cost by 20% (from 2.2 to 1.76, 45 seconds to 57 seconds). Boosts acceleration by 100% and uphill/downhill movement speed if within 50 meters of a fractured target.",-,800,-
t-rex,Tail,Tail Attack,An attack that causes light damage and causes knockback.,15 + 9 Knockback,200,4s
t-rex,Voice,Terrible Roar,Call that boosts damage by 25% and reduces cooldowns by 25% for all Tyrannosaurs in group within 50 meters for 60 seconds. Does not stack. Costs 10 Stamina to use.,+25% damage -25% cooldowns,700,300s
t-rex,Voice,Shattering Cry,"Reduces Fracture healing for all creatures not in your group within 50 meters by 35% for 120 seconds. If target is fully Bone Broken when the debuff is applied, they will retain 60% of Fracture after they finished healing. Costs 5 Stamina to use.",-,500,150s
t-rex,Voice,Rampage,"Deal up to 50% increased damage for 60 seconds when below 50% health, scaling with the amount of health missing. This ability can be used if Deafened. Costs 5 Stamina to use.",up to +50%,700,120s
titan,Passives,Ironclad,10% increased armor.,-,FREE,-
titan,Head,Heavy Bite,A strong but delayed bite. Costs 15 Stamina to use.,100,"1,200",15s
titan,Head,Frenzied Tear,A low damaging series of 3 attacks that increases for every hit you land. Deals 50% more damage to bleeding targets. Gain 50% increased knockback resistance while active. Costs 5 Stamina to use.,"20, 25, 30 (30, 35, 40 to bleeding targets) 75 total (105 to bleeding targets)",600,5s
titan,Head,Bite,A bite attack that causes bleed.,45 + 0.4 Bleed,FREE,1.5s
titan,Senses,Fresh Blood,Increases attack by 10% when within 50 meters of a bleeding creature.,0.1,600,-
titan,Senses,Feast,"Heavy Bite's damage is reduced by 35% (from 100 to 65) but now tears meat from the target and applies the 'Wounded' status for 60 seconds, reducing bleed healing by 10% per stack, up to 6 stacks. Eating the torn meat restores 2.25 health and 0.75 stamina per second for 20 seconds (45 health and 15 stamina total). Healing is reduced by 50% if bleeding. Works through combat timer.",-,700,-
titan,Senses,Blood Soaked,"Each of your bite attacks now apply 'Bloadsoaked' to yourself, increasing your stamina recovery by up to 40%. Bloadsoaked will deplete over time, and quickly wash off if wet.",-,"1,000",-
titan,Hide,Thick Scutes,Improves health recovery rate by 35%,-,800,-
titan,Hide,Rugged Hide,"Increases Bleed heal, Fracture heal, Poison heal, Venom heal, and Toxin heal by 20%.",-,"1,100",-
titan,Hide,Dried Blood,Bloodsoaked will deplete 9x slower.,-,500,-
titan,Legs,Strong Legs,Take 60% less Knockback and 15% increased Fracture healing.,-,"1,100",-
titan,Legs,Skydiver,"Take 20% reduced fall damage. Functionally, increases the fall speed death threshold by 20% (from 2000 to 2400).",-,400,-
titan,Legs,Nimble Feet,Dash and Juke gain 33% faster cooldowns.,-,800,-
titan,Back Limb,Juke,Rapidly turn to face behind you and change your direction. Costs 5 Stamina to use.,-,700,15s
titan,Back Limb,Dash,Quickly dash forward for up to 3 seconds. Costs 1.5 Stamina per second to use.,-,800,20s
titan,Tail,Tail Attack,An attack that causes light damage and causes knockback.,15 + 9 Knockback.,200,4s
titan,Voice,Terrifying Presence,Reduces all incoming damage by 15% for 60 seconds. Costs 20 Stamina to use.,-,500,150s
titan,Voice,Running Start,A call that ignores uphill speed reduction and increases downhill speed for 2 minutes. This ability can be used if Deafened. Costs 8 Stamina to use.,-,600,150s
titan,Voice,Blood Chilling Roar,Reduces bleed heal for all ungrouped creatures within 50 meters by 35% for 120 seconds. Costs 8 Stamina to use.,-,500,240s
,,,,,,
